nombre,img_url,familia,sinonimos,habito,origen,distribuicion,rango,paiseslimitrofes,nombre_comun,notas
Oenothera villaricae W. Dietr.,http://catalogoplantas.udec.cl/sites/default/files/4468_1.jpg,Onagraceae,"",Hierba anual o bienal,Nativa,"Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA)",0-1000 m.,Argentina,-,-
Agalinis linarioides (Cham. & Schltdl.) D'Arcy,http://catalogoplantas.udec.cl/sites/default/files/4469_1.jpg,Orobanchaceae,Gerardia linarioides Cham. & Schltdl.,Hierba perenne,Nativa,"Atacama (ATA), Coquimbo (COQ)",0-2000 m.,Bolivia,Cartucho,-
Agalinis meyeniana (Benth.) Barringer,-,Orobanchaceae,Gerardia rigida Gillies ex Benth. var. meyeniana Benth.,Hierba perenne,Endémica,Atacama (ATA),800-1300 m.,-,-,-
Bellardia trixago (L.) All.,-,Orobanchaceae,"",Hierba anual,Introducida,"Valparaíso (VAL), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Aysén (AIS)",-,-,-,-
Bellardia viscosa (L.) Fisch. & C.A. Mey,-,Orobanchaceae,"",Hierba anual,Introducida,"Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS)",-,-,-,-
Castilleja attenuata (A. Gray) T.I. Chuang & Heckard,-,Orobanchaceae,"",Hierba anual,Introducida,"Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO)",-,-,-,-
Castilleja laciniata Hook. & Arn.,http://catalogoplantas.udec.cl/sites/default/files/4474_1.jpg,Orobanchaceae,"Orthocarpus australis Benth., Orthocarpus laciniatus (Hook. & Arn.) D.D. Keck",Hierba anual,Nativa,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), Maule (MAU), Biobío (BIO)",300-700 m.,Perú,-,-
Castilleja pumila (Benth.) Wedd. ex Herrera,http://catalogoplantas.udec.cl/sites/default/files/4475_1.jpg,Orobanchaceae,"Castilleja nubigena Kunth var. pumila Benth., Castilleja fissifolia L. subsp. pumila (Benth.) Wedd., Castilleja fissifolia L.f. var. pumila (Benth.) Wedd.",Hierba parásita perenne,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR)",3000-4000 m.,"Argentina, Bolivia y Perú",Albahaca,-
Euphrasia adenonota I.M. Johnst.,http://catalogoplantas.udec.cl/sites/default/files/4476_1.jpg,Orobanchaceae,"",Hierba anual,Endémica,"Atacama (ATA), Coquimbo (COQ)",2800-3200 m.,-,-,-
Euphrasia andicola Benth.,-,Orobanchaceae,"",Hierba perenne,Endémica,"O'Higgins (LBO), Maule (MAU), Araucanía (ARA)",-,-,-,-
Euphrasia antarctica Benth.,http://catalogoplantas.udec.cl/sites/default/files/4478_1.jpg,Orobanchaceae,"",Hierba anual,Nativa,"Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",0-2500 m.,Argentina,-,-
Euphrasia chrysantha Phil.,http://catalogoplantas.udec.cl/sites/default/files/4479_1.jpg,Orobanchaceae,"",Hierba perenne,Nativa,"O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA)",1000-3000 m.,Argentina,-,-
Euphrasia cockayniana Petrie,-,Orobanchaceae,"",Hierba anual,Endémica,"Aysén (AIS), Magallanes (MAG)",0-820 m.,-,-,-
Euphrasia flavicans Phil.,http://catalogoplantas.udec.cl/sites/default/files/4481_1.jpg,Orobanchaceae,"",Hierba perenne,Endémica,"Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS)",0-1500 m.,-,-,-
Euphrasia formosissima Skottsb.,http://catalogoplantas.udec.cl/sites/default/files/4482_1.jpg,Orobanchaceae,"",Subarbusto,Endémica,Juan Fernández (JFE),0-500 m.,-,-,-
Euphrasia intricata Phil.,http://catalogoplantas.udec.cl/sites/default/files/4483_1.jpg,Orobanchaceae,"",Hierba perenne,Endémica,Biobío (BIO),0-500 m.,-,-,-
Euphrasia meiantha Clos,http://catalogoplantas.udec.cl/sites/default/files/4484_1.jpg,Orobanchaceae,"",Hierba anual,Nativa,"Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS)",1000-2000 m.,Argentina,-,-
Euphrasia muscosa Phil.,-,Orobanchaceae,"",Hierba perenne,Endémica,"Los Lagos (LLA), Aysén (AIS)",1200 m.,-,-,-
Euphrasia perpusilla Phil.,-,Orobanchaceae,"",Hierba anual,Endémica,Los Lagos (LLA),200-300 m.,-,-,-
Euphrasia philippii Wettst.,http://catalogoplantas.udec.cl/sites/default/files/4487_1.jpg,Orobanchaceae,"Euphrasia picta Phil., Euphrasia montana Phil.",Hierba anual,Endémica,"Biobío (BIO), Araucanía (ARA)",0-1300 m.,-,-,-
Euphrasia subexserta Benth.,http://catalogoplantas.udec.cl/sites/default/files/4488_1.jpg,Orobanchaceae,"",Hierba perenne,Nativa,"Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Lagos (LLA), Aysén (AIS)",500-3000 m.,Argentina,-,-
Euphrasia trifida Poepp. ex Benth.,http://catalogoplantas.udec.cl/sites/default/files/4489_1.jpg,Orobanchaceae,"Euphrasia aurea F. Phil., Euphrasia spectabilis Phil., Euphrasia caespitosa Phil.",Hierba perenne,Nativa,"O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA)",1000-2200 m.,Argentina,-,-
Euphrasia villaricensis Phil.,-,Orobanchaceae,"",Hierba perenne,Endémica,Los Lagos (LLA),220-360 m.,-,-,-
Neobartsia chilensis (Benth.) Uribe-Convers & Tank,http://catalogoplantas.udec.cl/sites/default/files/4491_1.jpg,Orobanchaceae,Bartsia chilensis Benth.,Hierba anual,Endémica,"Coquimbo (COQ), Valparaíso (VAL)",300-600 m.,-,-,-
Neobartsia peruviana (Walp.) Uribe-Convers & Tank,http://catalogoplantas.udec.cl/sites/default/files/4492_1.jpg,Orobanchaceae,"Bartsia peruviana Walp., Bartsia meyeniana Benth.",Hierba perenne,Nativa,Arica y Parinacota (AYP),1100-4900 m.,"Argentina, Bolivia y Perú",-,-
Neobartsia serrata (Molau) Uribe-Convers & Tank,http://catalogoplantas.udec.cl/sites/default/files/4493_1.jpg,Orobanchaceae,Bartsia serrata Molau,Subarbusto,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR)",2300-3600 m.,Perú,-,-
Orobanche chilensis (Phil.) Beck,-,Orobanchaceae,Myzorrhiza chilensis Phil.,Hierba parásita perenne,Nativa,"Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME)",0-1800 m.,Argentina,Orobanca,-
Orobanche minor Sm.,-,Orobanchaceae,"",Hierba parásita anual,Introducida,"Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA)",-,-,-,-
Orobanche ramosa L.,-,Orobanchaceae,"",Hierba parásita anual,Introducida,"Coquimbo (COQ), Metropolitana (RME), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA)",-,-,-,-
Orobanche tarapacana Phil.,-,Orobanchaceae,"",Hierba parásita perenne,Endémica,"Arica y Parinacota (AYP), Tarapacá (TAR)",0-2800 m.,-,-,-
Parentucellia latifolia Caruel,-,Orobanchaceae,"",Hierba anual,Introducida,"Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA)",-,-,-,-
Oxalis adenophylla Gillies ex Hook. & Arn.,http://catalogoplantas.udec.cl/sites/default/files/4499_1.jpg,Oxalidaceae,"Acetosella adenophylla (Gillies ex Hook. & Arn.) Kuntze, Acetosella bustillosii (Phil.) Kuntze, Oxalis bustillosii Phil., Oxalis bustillosii Phil. var. biflora Phil.",Hierba perenne,Nativa,"Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS)",0-2600 m.,Argentina,-,-
Oxalis arbuscula Barnéoud,-,Oxalidaceae,"Oxalis fruticula Phil., Acetosella arbuscula (Barnéoud) Kuntze, Acetosella fruticula (Phil.) Kuntze",Subarbusto,Endémica,"Antofagasta (ANT), Atacama (ATA)",600-1200 m.,-,-,-
Oxalis arenaria Bertero ex Colla,-,Oxalidaceae,"Oxalis araucana Reiche, Oxalis biglandulosa Steud., Oxalis hyalinorhiza Poepp. ex R. Knuth",Hierba perenne,Endémica,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Lagos (LLA), Magallanes (MAG)",0-1100 m.,-,-,-
Oxalis articulata Savigny,-,Oxalidaceae,"",Hierba perenne,Introducida,"Metropolitana (RME), Biobío (BIO)",-,-,-,-
Oxalis atacamensis Reiche,http://catalogoplantas.udec.cl/sites/default/files/4503_1.jpg,Oxalidaceae,Acetosella trichocalyx (Phil.) Kuntze,Hierba perenne,Endémica,"Antofagasta (ANT), Atacama (ATA)",400-600 m.,-,-,-
Oxalis aureoflava Steud.,-,Oxalidaceae,"Oxalis corniculata L. var. aureoflava (Steud.) Gunckel, Acetosella aureoflava (Steud.) Kuntze, Xanthoxalis aureoflava (Steud.) Holub",Hierba perenne,Endémica,"Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS)",0-1000 m.,-,-,-
Oxalis berteroana Barnéoud,http://catalogoplantas.udec.cl/sites/default/files/4505_1.jpg,Oxalidaceae,"Oxalis compacta Gillies ex Hook. & Arn. subsp. berteroana (Barnéoud) Lourteig, Oxalis falconiana Steud. berteroana (Barnéoud) Lourteig, Oxalis chaetocalyx Phil., Oxalis josephii R. Knuth, Oxalis pachyphylla Phil., Oxalis peraltae Phil., Acetosella berteroana (Barnéoud) Kuntze, Acetosella falconiana (Steud.) Kuntze, Acetosella pachyphylla (Phil.) Kuntze, Oxalis berteroana Barnéoud var. uniflora Phil.",Hierba anual,Nativa,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU)",1100-1700 m.,Argentina,-,-
Oxalis bulbocastanum Phil.,http://catalogoplantas.udec.cl/sites/default/files/4506_1.jpg,Oxalidaceae,"Oxalis breana Phil., Oxalis thyrsoidea Reiche, Oxalis occidentalis R. Knuth",Hierba perenne,Endémica,"Arica y Parinacota (AYP), Tarapacá (TAR), Antofagasta (ANT), Atacama (ATA)",200-700 m.,-,-,-
Oxalis caesia Phil.,http://catalogoplantas.udec.cl/sites/default/files/4507_1.jpg,Oxalidaceae,"",Arbusto,Endémica,"Antofagasta (ANT), Atacama (ATA)",0-1000 m.,-,-,-
Oxalis campanensis Lourteig,http://catalogoplantas.udec.cl/sites/default/files/4508_1.jpg,Oxalidaceae,"",Hierba perenne,Endémica,"Valparaíso (VAL), Metropolitana (RME)",1500-1800 m.,-,-,-
Oxalis cinerea Zucc.,http://catalogoplantas.udec.cl/sites/default/files/4509_1.jpg,Oxalidaceae,"Oxalis alfalfalis Phil., Oxalis lineata Gillies ex Hook. & Arn., Oxalis niveiphylla R. Knuth, Oxalis pearcei Phil., Oxalis spodiophylla Walp. var. microphylla Walp., Oxalis spodiophylla Walp., Oxalis fernandensis R. Knuth, Oxalis besseri R. Knuth, Acetosella haenkeana (Zucc.) Kuntze, Acetosella lineata (Gillies ex Hook. & Arn.) Kuntze, Acetosella pearcei (Phil.) Kuntze, Acetosella spodiophylla (Walp.) Kuntze",Subarbusto,Nativa,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Araucanía (ARA)",1000-2700 m.,Argentina y Perú,-,-
Oxalis clandestina Phil.,http://catalogoplantas.udec.cl/sites/default/files/4510_1.jpg,Oxalidaceae,"",Hierba anual o bienal,Endémica,"Valparaíso (VAL), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Lagos (LLA)",0-200 m.,-,-,-
Oxalis colchaguensis Lourteig,-,Oxalidaceae,"",Hierba perenne,Endémica,"Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU)",-,-,-,-
Oxalis compacta Gillies ex Hook. & Arn.,http://catalogoplantas.udec.cl/sites/default/files/4512_1.jpg,Oxalidaceae,"Oxalis gilliesii Phil., Oxalis landbeckii Phil., Oxalis platypila Gillies ex Hook. & Arn., Oxalis reichei R. Knuth, Oxalis uspallatensis R. Knuth, Acetosella compacta (Gillies ex Hook. & Arn.) Kuntze, Acetosella gayana (Phil.) Kuntze, Acetosella platypila (Gillies ex Hook. & Arn.) Kuntze, Oxalis gayana Phil.",Hierba anual,Nativa,"Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Biobío (BIO)",1600-4300 m.,Argentina,-,-
Oxalis corniculata L. var. atropurpurea Planch.,-,Oxalidaceae,Oxalis corniculata L. var. purpurascens Speg.,Hierba perenne,Introducida,"Coquimbo (COQ), Metropolitana (RME), Juan Fernández (JFE)",0-500 m.,-,-,-
Oxalis corniculata L. var. corniculata,-,Oxalidaceae,"",Hierba perenne,Introducida,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Magallanes (MAG), Juan Fernández (JFE), Rapa Nui (IPA)",-,-,-,-
Oxalis debilis Kunth,-,Oxalidaceae,"",Hierba anual,Introducida,Juan Fernández (JFE),-,-,-,-
Oxalis dumetorum Barnéoud,http://catalogoplantas.udec.cl/sites/default/files/4516_1.jpg,Oxalidaceae,"Oxalis prorepens Phil., Oxalis hookeriana Pohl ex Progel, Oxalis lechleri Steud., Acetosella dumetorum (Barnéoud) Kuntze",Hierba perenne,Endémica,"Valparaíso (VAL), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA)",0-200 m.,-,-,-
Oxalis enneaphylla Cav.,http://catalogoplantas.udec.cl/sites/default/files/4517_1.jpg,Oxalidaceae,"Oxalis cunninghamii R. Knuth, Oxalis enneaphylla Cav. subsp. ibari (Phil.) Lourteig, Oxalis patagonica Speg., Acetosella enneaphylla (Cav.) Kuntze, Oxalis enneaphylla Cav. var. patagonica (Speg.) Skottsb., Oxalis frigida R. Knuth, Oxalis ibari Phil., Oxalis pumila d'Urv., Oxalis enneaphylla Cav. var. pumila (d'Urv.) Hook.",Hierba perenne,Nativa,Magallanes (MAG),0-2600 m.,Argentina,-,-
Oxalis eremobia Phil.,http://catalogoplantas.udec.cl/sites/default/files/4518_1.jpg,Oxalidaceae,Oxalis inesitae Phil.,Hierba perenne,Endémica,"Antofagasta (ANT), Atacama (ATA)",2100-3300 m.,-,-,-
Oxalis ericoides R. Knuth,-,Oxalidaceae,"",Subarbusto,Endémica,Antofagasta (ANT),1500-3000 m.,-,-,-
Oxalis erythrorhiza Gillies ex Hook. & Arn.,http://catalogoplantas.udec.cl/sites/default/files/4520_1.jpg,Oxalidaceae,"Oxalis bryoides Phil., Oxalis guessfeldtii R. Knuth, Acetosella bryoides (Phil.) Kuntze, Acetosella erythrorhiza (Gillies ex Hook. & Arn.) Kuntze",Hierba perenne,Nativa,"Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Metropolitana (RME), O'Higgins (LBO), Maule (MAU)",1500-4300 m.,Argentina,-,-
Oxalis gigantea Barnéoud,http://catalogoplantas.udec.cl/sites/default/files/4521_1.jpg,Oxalidaceae,"",Arbusto,Endémica,"Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ)",0-1000 m.,-,"Churco, churqui",-
Oxalis gyrorhiza Bertero ex Colla,-,Oxalidaceae,"Oxalis radicans Ruiz & Pav. ex R. Knuth, Acetosella gyrorhiza (Bertero ex Colla) Kuntze, Oxalis autumnalis Poepp. ex Progel, nom. illeg.",Hierba perenne,Endémica,"Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA)",0-400 m.,-,-,-
Oxalis holosericea Phil.,http://catalogoplantas.udec.cl/sites/default/files/4523_1.jpg,Oxalidaceae,Acetosella holosericea (Phil.) Kuntze,Hierba perenne,Nativa,"O'Higgins (LBO), Maule (MAU)",2500-2700 m.,Argentina,-,-
Oxalis hypsophila Phil.,-,Oxalidaceae,"Oxalis exigua Phil., Oxalis coyensis R. Knuth, Oxalis fluehmannii Phil., Oxalis gracilinervosa R. Knuth, Oxalis leptocaulos Phil., Oxalis microphylla Phil.",Hierba perenne,Nativa,"Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO)",2600-5000 m.,Argentina,-,-
Oxalis incana Phil.,-,Oxalidaceae,"",Subarbusto,Endémica,Metropolitana (RME),0-2000 m.,-,-,-
Oxalis johnstonii R. Knuth,-,Oxalidaceae,"",Hierba perenne,Endémica,"Antofagasta (ANT), Atacama (ATA)",0-900 m.,-,-,-
Oxalis laciniata Cav.,http://catalogoplantas.udec.cl/sites/default/files/4527_1.jpg,Oxalidaceae,"Oxalis squamoso-radicosa Steud., Acetosella laciniata (Cav.) Kuntze, Acetosella squamoso-radicosa (Steud.) Kuntze, Oxalis prichardii Rendle, Oxalis squamoso-radicosa Steud. var. pubescens Skottsb., Oxalis laciniata Cav. var. pubescens (Skottsb.) J.M.H. Shaw",Hierba perenne,Nativa,Magallanes (MAG),0-2600 m.,Argentina,-,-
Oxalis laxa Hook. & Arn. var. hispidissima Barnéoud,-,Oxalidaceae,"Oxalis laxa Hook. & Arn. var. violacea R. Knuth, Oxalis micrantha Bertero ex Colla var. setifera R. Knuth, Acetosella platycaulis (Steud.) Kuntze, Oxalis chosicensis R. Knuth, Oxalis platycaulis Steud., Oxalis umbellata Kuntze ex R. Knuth, nom. nud.",Hierba anual,Nativa,"Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO)",0-1600 m.,Argentina y Perú,-,-
Oxalis laxa Hook. & Arn. var. laxa,http://catalogoplantas.udec.cl/sites/default/files/4529_1.jpg,Oxalidaceae,"Oxalis deflexa Poepp. ex Progel, Oxalis dichotomiflora Steud., Oxalis geranioides R. Knuth, Oxalis laxa Hook. & Arn. var. major R. Knuth, Oxalis laxa Hook. & Arn. var. minor Barnéoud, Oxalis micrantha Bertero ex Colla var. alsinoides (Walp.) R. Knuth, Oxalis micrantha Bertero ex Colla var. purpurea R. Knuth, Oxalis brevicaulis Steud., Oxalis alsinoides Walp.",Hierba anual,Nativa,"Antofagasta (ANT), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Biobío (BIO)",0-1200 m.,Perú,-,-
Oxalis leucophylla Phil.,-,Oxalidaceae,"",Hierba perenne,Endémica,Atacama (ATA),0-200 m.,-,-,-
Oxalis loricata Dusén,http://catalogoplantas.udec.cl/sites/default/files/4531_1.jpg,Oxalidaceae,"",Hierba perenne,Nativa,"Aysén (AIS), Magallanes (MAG)",0-1500 m.,Argentina,-,-
Oxalis magellanica G. Forst.,http://catalogoplantas.udec.cl/sites/default/files/4532_1.jpg,Oxalidaceae,"Oxalis carnosa Molina, Oxalis modesta Phil., Acetosella modesta (Phil.) Kuntze, Oxalis cataractae A. Cunn., Oxalis lactea Hook.",Hierba perenne,Nativa,"Araucanía (ARA), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",0-2000 m.,Argentina,Ojos de agua,-
Oxalis matancillae Lourteig,http://catalogoplantas.udec.cl/sites/default/files/4533_1.jpg,Oxalidaceae,"",Hierba perenne,Endémica,Antofagasta (ANT),100-400 m.,-,-,-
Oxalis megalorrhiza Jacq.,http://catalogoplantas.udec.cl/sites/default/files/4534_1.jpg,Oxalidaceae,"Oxalis ornata Phil., Oxalis paposana Phil., Oxalis borchersii Phil., Oxalis darapskyi Phil. ex Reiche, Oxalis paniculata Reiche, Oxalis paposana Phil. var. hirta R. Knuth, Oxalis succulenta Barnéoud, Oxalis tarapacana Phil., Oxalis reticulata Steud., Oxalis illapelina Phil., Oxalis brevis Phil., Oxalis carnosa Molina var. incana Reiche",Hierba perenne,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR), Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO)",0-3200 m.,Perú,-,-
Oxalis micrantha Bertero ex Colla,http://catalogoplantas.udec.cl/sites/default/files/4535_1.jpg,Oxalidaceae,"Oxalis cumingii Herb., Acetosella cumingii (Herb.) Kuntze, Acetosella micrantha (Bertero ex Colla) Kuntze, Acetosella pygmaea (Phil.) Kuntze, Acetosella vinagrillo (Steud.) Kuntze, Oxalis micrantha Bertero ex Colla var. major R. Knuth, Oxalis pygmaea Phil., Oxalis vinaqrillo Steud., Xanthoxalis micrantha (Bertero ex Colla) Holub",Hierba anual,Nativa,"Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Juan Fernández (JFE)",0-1300 m.,Argentina,-,Introducida en el Archipiélago de Juan Fernández
Oxalis mira Lourteig,-,Oxalidaceae,"",Hierba anual,Endémica,Coquimbo (COQ),400-600 m.,-,-,-
Oxalis morenoensis Lourteig,-,Oxalidaceae,"",Hierba perenne,Endémica,Antofagasta (ANT),0-1000 m.,-,-,-
Oxalis nahuelhuapiensis Speg.,http://catalogoplantas.udec.cl/sites/default/files/4538_1.jpg,Oxalidaceae,Oxalis comberi R. Knuth,Hierba perenne,Nativa,"Metropolitana (RME), Araucanía (ARA)",1500-2500 m.,Argentina,-,-
Oxalis novemfoliolata Heibl & Martic.,-,Oxalidaceae,"",Subarbusto,Endémica,Atacama (ATA),100-450 m.,-,-,-
Oxalis ornithopus Phil.,-,Oxalidaceae,Acetosella ornithopus (Phil.) Kuntze,Hierba perenne,Endémica,"Antofagasta (ANT), Atacama (ATA)",0-600 m.,-,-,-
Oxalis ovalleana Phil.,http://catalogoplantas.udec.cl/sites/default/files/4541_1.jpg,Oxalidaceae,"",Hierba suculenta anual,Endémica,"Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ)",0-600 m.,-,-,-
Oxalis pachyrrhiza Wedd.,http://catalogoplantas.udec.cl/sites/default/files/4542_1.jpg,Oxalidaceae,"",Hierba perenne,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR), Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), Maule (MAU)",3500-4000 m.,"Argentina, Bolivia y Perú",-,-
Oxalis penicillata Phil.,http://catalogoplantas.udec.cl/sites/default/files/4543_1.jpg,Oxalidaceae,"",Hierba perenne,Nativa,"Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO)",2000-3700 m.,Argentina,-,-
Oxalis perdicaria (Molina) Bertero,http://catalogoplantas.udec.cl/sites/default/files/4544_1.jpg,Oxalidaceae,"Oxalis delicatula Phil., Oxalis lobata Sims, Oxalis mallobolba Cav., Acetosella eriorrhiza (Zucc.) Kuntze, Acetosella lobata (Sims) Kuntze, Acetosella mallobolba (Cav.) Kuntze, Acetosella perdicaria (Molina) Kuntze, Oxalis autumnalis A. St.-Hil., Oxalis eriorhiza Zucc., Oxalis tenera Spreng., Sassia perdicaria Molina",Hierba perenne,Nativa,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA)",0-500 m.,Argentina,"Flor de mayo, flor de la perdiz, mayo, rimu",-
Oxalis pes-caprae L.,-,Oxalidaceae,"",Hierba perenne,Introducida,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), Biobío (BIO), Los Lagos (LLA), Juan Fernández (JFE)",-,-,-,-
Oxalis purpurea L.,-,Oxalidaceae,"",Hierba perenne,Introducida,Juan Fernández (JFE),-,-,-,-
Oxalis pycnophylla Wedd.,http://catalogoplantas.udec.cl/sites/default/files/4547_1.jpg,Oxalidaceae,Oxalis hauthalii R. Knuth,Hierba perenne,Nativa,Antofagasta (ANT),2200-5000 m.,Argentina y Bolivia,-,-
